country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,year
US,"A fresh floral bouquet perfumes sweet-tart apple and pears in this bright, blossomy Riesling. Delicately sweet and vivaciously balanced in acidity, it's a lip smacking quaffer to drink young.",3rd Degree Sweet,88,16.0,New York,Seneca Lake,Finger Lakes,Anna Lee C. Iijima,,Three Brothers 2014 3rd Degree Sweet Riesling (Seneca Lake),Riesling,Three Brothers,2014.0
France,"Full bodied, softly tannic and immediately appealing, this offering from Alain Jaume's négociant business is attractively priced. It's not the biggest or most complex Châteauneuf-du-Pape, but the ripe black-cherry and chocolate flavors and finely dusty texture are undeniably satisfying. Drink now–2018.",Vieux Terron,91,45.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Alain Jaume et Fils 2009 Vieux Terron Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Alain Jaume et Fils,2009.0
US,"This Syrah is hard and tannic now, and it will always be hard and tannic, but it's quite an impressive wine. So dense and layered, it reveals tiers of complexity with every sip as it airs in the glass. The flavors are of pure, ripe wild blackberries, with currant, coffee and tobacco notes, and sprinkled with crushed black pepper. Drink now–2013.",Alexandria's Cuvée,92,69.0,California,Mount Veeder,Napa,,,Spotted Owl 2007 Alexandria's Cuvée Syrah (Mount Veeder),Syrah,Spotted Owl,2007.0
Portugal,"One of the iconic wines of Portugal, the brand dates back to the 15th century and the Portuguese discovery of Brazil. In its latest incarnation, it is hugely dense and concentrated. It could be that it is too much, with dark extracts, yet somehow the super-ripe plum and berry flavors are given enough freshness. The structure is all there in what is still a young wine. With power and a dense texture, the wine needs to age further. Drink from 2020.",Pêra-Manca,94,275.0,Alentejo,,,Roger Voss,@vossroger,Cartuxa 2011 Pêra-Manca Red (Alentejo),Portuguese Red,Cartuxa,2011.0
US,"Erath's fresh and lightly fruity Pinot Gris is a bit more substantial than this new Pinot Blanc. Soft and fruity, this is a simple wine which does not challenge the palate in any way. All stainless steel fermented, it is the quintessential quaffer.",,84,14.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Erath 2006 Pinot Blanc (Willamette Valley),Pinot Blanc,Erath,2006.0
France,"Ripe and creamy, this has baked apple and generous pear flavors. The wine is all fruit, only lightly textured, crisp and clean. It's ready to drink.",Château de Goulaine Sur Lie,86,15.0,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Marquis de Goulaine 2013 Château de Goulaine Sur Lie  (Muscadet Sèvre et Maine),Melon,Marquis de Goulaine,2013.0
South Africa,"A blend of 51% Palomino and 49% Chenin Blanc, this is a pure and mineral-driven wine, with superb verve to the clean aromas and flavors of apple flesh, white peach, orange glossom, almond skin and minty fynbos. It's balanced and complex, with layered notes of roasted nuts, honeysuckle, toasted apple skin and sweet spice all mingling harmoniously. Delicious now, but will hold well through 2020.",Skerpioen,92,53.0,Swartland,,,Lauren Buzzeo,@laurbuzz,Sadie Family 2012 Skerpioen White (Swartland),White Blend,Sadie Family,2012.0
US,"A solid Zin for everyday drinking. A little rough and thin, but dry and spicy, with berry, currant and teriaki flavors.",,86,20.0,California,Russian River Valley,Sonoma,,,De Loach 2009 Zinfandel (Russian River Valley),Zinfandel,De Loach,2009.0
Chile,Roasted berry and spent coffee aromas blend with leathery notes that suggest animal. This wine feels solid but rough and grabby. Savory plum and berry flavors finish with a note of baking spices.,Max Reserva,87,20.0,Aconcagua Costa,,,Michael Schachner,@wineschach,Errazuriz 2015 Max Reserva Cabernet Sauvignon (Aconcagua Costa),Cabernet Sauvignon,Errazuriz,2015.0
US,"With superripe flavors of prunes and chocolate-covered raisins, this Cab Franc lacks the cherried gracefulness you want in the variety. It turns porty in the finish, with high alcohol and caramelized brown sugar.",Estate Grown,84,40.0,California,Dry Creek Valley,Sonoma,,,Mounts 2010 Estate Grown Cabernet Franc (Dry Creek Valley),Cabernet Franc,Mounts,2010.0
US,"This is nice and dry, with a silky texture, firm acidity and classic cherry, cola and pomegranate flavors. But it finishes on the slender side.",,86,30.0,California,Russian River Valley,Sonoma,,,Foppiano 2010 Pinot Noir (Russian River Valley),Pinot Noir,Foppiano,2010.0
US,"Honey and lanolin notes add an unctuous vibe to sweet, concentrated peach and honeysuckle flavors in this semidry Riesling. Its straightforward in its appeal, yet undeniably balanced. Bright acidity and a clean, dry finish make it a welcome companion to everything from veal schnitzel to Chinese takeout.",Semidry,87,15.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Chateau Lafayette Reneau 2009 Semidry Riesling (Finger Lakes),Riesling,Chateau Lafayette Reneau,2009.0
France,"A superb wine. It opens slowly in the mouth, revealing layers of toast followed by intense white and green fruits. Spice and nutmeg accent the kiwi, pepper and pineapple notes, all concentrated around a core of minerality. Age for at least four years.",Clavoillon Premier Cru,94,152.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Domaine Leflaive 2006 Clavoillon Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Leflaive,2006.0
Italy,"Thick, dark concentration sets the stage and segues to spice and oak aromas lavished over black fruit, blueberry, granite and leather. There's also a soapy, lavender-like quality in the back. The wine has thick tannins and good length with bursting fruit flavors.",,88,24.0,Southern Italy,Campania,,,,Mastroberardino 2006 Aglianico (Campania),Aglianico,Mastroberardino,2006.0
Italy,"This opens with aromas of blackberry, truffle and forest floor. The firm palate offers ripe black cherry, plum, espresso and clove alongside round, chewy tannins. It's already accessible and will also offer lots of near and mid-term enjoyment.",Santa Pia Riserva,89,40.0,Tuscany,Vino Nobile di Montepulciano,,Kerin O’Keefe,@kerinokeefe,La Braccesca 2008 Santa Pia Riserva  (Vino Nobile di Montepulciano),Sangiovese,La Braccesca,2008.0
Argentina,"Nervy and tight smelling, this has rubber, black plum and berry. The palate feels a touch grabby, with roasted, slightly bitter flavors of dark chocolate, espresso and blackberry. The finish has plenty of oak flavor, with a leafy, herbal hint.",,86,14.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Broadbent 2010 Malbec (Mendoza),Malbec,Broadbent,2010.0
Italy,"This wine offers a direct and immediate delivery of aromas that hits the nose in an intense and vertical fashion. The bouquet consists of dried apple skin, black currant, old spice, cola, licorice, soapy lavender and road tar. It's softer than the 2004 vintage and ends with a blast of sour cherry on the close.",Vitalotti,89,45.0,Piedmont,Barbaresco,,,,Boffa 2005 Vitalotti  (Barbaresco),Nebbiolo,Boffa,2005.0
Italy,"This luminous Verdicchio opens with candied aromas of fruit and lemon rind backed by a creamy, smooth mouthfeel. Pair this wine with tangy Chinese sweet and sour dishes.",,86,23.0,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,,,,Bucci 2009  Verdicchio dei Castelli di Jesi Classico Superiore,Verdicchio,Bucci,2009.0
France,"From vineyards around the town of Rochecorbon on the banks of the Loire, this beautifully balanced wine is dry while full of honey and almond flavors. It is cut by the intense acidity of Chenin Blanc, just showing signs of developing toasty flavors. The aftertaste emphasizes green and citrus fruits.",,91,20.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine de Vodanis NV  Vouvray,Chenin Blanc,Domaine de Vodanis,
US,"Light gold in color, this wine is focused and bright. A jasmine aroma and succulent green-apple flavor pairs with steely minerality, offering power and grace in one satisfying package.",Sullivan Vineyard Dutton Ranch,93,51.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,The Calling 2014 Sullivan Vineyard Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,The Calling,2014.0
France,"Fresh and brightly crisp, this is a light and fruity wine. Full of acidity, juicy apples and with a lemon zest texture, it is ready to drink.",,85,,Burgundy,Petit Chablis,,Roger Voss,@vossroger,William Fèvre 2014  Petit Chablis,Chardonnay,William Fèvre,2014.0
France,"Ripe yellow fruits dominate this full wine. Balanced by apple freshness, it offers rich apricots and creamed pear, backed by acidity. It's simple, fruity and delicious now.",,86,18.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Louis Max 2014  Mâcon-Villages,Chardonnay,Louis Max,2014.0
US,"Apple blossoms and lemon-lime sorbet aromas characterize this easy and relatively simple bottling. Lime pith and crisp apple-juice flavors mark the palate, where a zesty, even juicy acidity lingers long into the finish.",,87,15.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Hahn 2015 Pinot Gris (Monterey County),Pinot Gris,Hahn,2015.0
New Zealand,"This is the rare Riesling that has seen some oak influence. Yet it's not obtrusive at all, and just adds hints of honey, vanilla and toast to the wine's already complex flavors, encompassing lilac blossoms, fresh greens, peach and tangerine. It's on the full-bodied side of the Riesling spectrum, with just a pinch of residual sugar and a pleasant cremainess on the midpalate.",,90,25.0,Marlborough,,,Joe Czerwinski,@JoeCz,Greywacke 2010 Riesling (Marlborough),Riesling,Greywacke,2010.0
US,"Affordable and appetizing, this has a lighter color and subtle smoke and toasted oak aromas. A firm texture accompanies just enough tannins and acidity, and bright red cherry and black tea flavors. It's lean in a good way, with excellent balance and a touch of austerity rather than overt richness.",,88,12.0,California,California,California Other,Jim Gordon,@gordone_cellars,Leese-Fitch 2013 Pinot Noir (California),Pinot Noir,Leese-Fitch,2013.0
South Africa,"Ripe aromas of honeydew, orange creamsicle, grilled apple and almond are framed by a hint of fynbos on the nose of this accessible Chenin. The plush, round palate boasts notes of tangerine, apple flesh and pineapple that finish crisp and clean. Drink now–2018.",Kloof Street Old Vine,88,20.0,Swartland,,,Lauren Buzzeo,@laurbuzz,Mullineux 2014 Kloof Street Old Vine Chenin Blanc (Swartland),Chenin Blanc,Mullineux,2014.0
France,"For a Morgon, this is relatively light, showing more fruit than structure, with freshness that's tempered by a firm edge and minerality. Keep for a year, or drink now.",Domaine de l'Oseraie,88,14.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Signé Vigneron 2011 Domaine de l'Oseraie  (Morgon),Gamay,Signé Vigneron,2011.0
France,"Minerally and structured wine with a serious and complex range of flavors. The wine is richly textured, layering black currant fruits, a very dry character with dense tannins and intense acidity. It shows the potential for elegance and balance. Drink from 2017.",Cuvée Icône du Château de Haute-Serre,93,140.0,Southwest France,Cahors,,Roger Voss,@vossroger,Georges Vigouroux 2010 Cuvée Icône du Château de Haute-Serre Malbec (Cahors),Malbec,Georges Vigouroux,2010.0
US,"Made from Grenache Blanc and Viognier, this pretty and enormously likeable white wine was barrel fermented. It has pleasant flavors of citrus fruits, raspberries, vanilla, white pepper, buttered toast and sandalwood. The finish is clean and zesty.",Terra Alta Vineyard Le Blanc,90,24.0,California,Santa Barbara County,Central Coast,,,Standing Sun 2009 Terra Alta Vineyard Le Blanc White (Santa Barbara County),Rhône-style White Blend,Standing Sun,2009.0
US,"Another successful release from Stromberg after the fine 2005 vintage, and it makes the case for Dry Creek Cabernet at its best. Hillside grapes have yielded concentrated flavors of blackberries, plums and spices, and the wine is finely balanced with dense tannins and acidity. Fifty percent new French oak barrel aging is easily absorbed by the wine's inherent size. Elegant and complex, it's a gorgeous wine to drink now.",,92,30.0,California,Dry Creek Valley,Sonoma,,,Stromberg Vineyards 2006 Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Stromberg Vineyards,2006.0
Italy,"Despite its beautiful, luminous appearance, the nose of this Prosecco Brut is accented by a slightly pungent tone of almond skin or peanut that almost completely blows away with time. It is a streamlined, compact sparkler with crisp lime on the close.",Brut,83,19.0,Veneto,Prosecco di Valdobbiadene,,,,Varaschin NV Brut  (Prosecco di Valdobbiadene),Prosecco,Varaschin,
US,"Caramelized blackberries, black plum, lilacs and milk chocolate make for a nicely rounded nose. Baked blackberry and blueberry meet with vanilla and oak flavors on the palate, which is held up by solid tannins.",Serenade,92,32.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Opolo 2012 Serenade Cabernet Sauvignon-Malbec (Paso Robles),Cabernet Sauvignon-Malbec,Opolo,2012.0
US,"Ripe, jammy fruit marks this polished young Cabernet. It's rich in cherries and red licorice, with a sweet liqueur potency and an umami intensity suggesting salty smoked meats. The tannins are considerable in this muscular wine, which suggests aging for five or six years.",,92,85.0,California,St. Helena,Napa,,,Anomaly 2007 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Anomaly,2007.0
Italy,"Made from 50% Nebbiolo and 50% Pinot Nero, this informal but savory sparkler starts with aromas of red berry, toasted nuts and pink grapefruit. The bright palate offers red cherry, strawberry, walnut and a hint of white pepper alongside fresh acidity and persistent bubbles.",N. S. della Neve Extra Brut,87,35.0,Italy Other,Vino Spumante,,Kerin O’Keefe,@kerinokeefe,G D Vajra NV N. S. della Neve Extra Brut Sparkling (Vino Spumante),Sparkling Blend,G D Vajra,
US,"Lots of rich, ripe black currants in this chunky wine, with other notes of leather, dark chocolate and pepper. But it has a dry, tannic bitterness to it. May be a function of youth, and could blossom unexpectedly one of these days.",Reserve,87,45.0,California,Napa Valley,Napa,,,Spellbound 2006 Reserve Petite Sirah (Napa Valley),Petite Sirah,Spellbound,2006.0
France,"The light color of 2011 is evident in this bottling. It follows through to a soft, rounded, fruity wine that is lightly textured. Acidity and juicy red fruits offer a wine that is drinkable now.",Vieilles Vignes,85,30.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Manuel Olivier 2011 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Manuel Olivier,2011.0
